city,country,macro_region,latitude,longitude,window_radius_m,bbox_area_km2,n_nodes,n_edges,pc_cebh,pc_rank,road_gap,node_density_per_km2,edge_density_per_km2,chord_length_density_km_per_km2,edge_length_mean_m,edge_length_median_m,edge_length_iqr_m,edge_length_cv,short_edge_share_lt40m,long_edge_share_gt150m,orientation_entropy,orientation_dominance,orientation_fourfold_order,orthogonal_alignment_share_10deg,dead_end_share,degree2_share,degree3_share,degree4plus_share,mean_degree,kappa,degree_gini,connected_components,cyclomatic_number,cycle_density,arterial_length_share,collector_length_share,local_length_share,motorway_trunk_length_share,residential_length_share,oneway_length_share,bridge_tunnel_length_share,maxspeed_coverage_share,lanes_coverage_share,edge_circuity_mean,edge_circuity_median,graph_cache_file
Milan,Italy,Europe,45.4641943,9.1896346,10000,400.0,25735,38172,0.4648772408417771,0.65,0.1851227591582229,64.3375,95.43,8.985213175992651,94.1550159907016,56.24759892614461,95.0307165337875,1.5700271322431911,0.4069475007859164,0.1732945614586608,0.9919273750097586,0.0823116420412868,0.1321986191514401,0.281069894163261,0.083582669516223,0.0323683699242277,0.7252768603069749,0.1587721002525743,2.9665436176413444,3.15110552237242,0.1078446344352286,1,12438,0.4833106664076161,0.2049308467009739,0.3361681157252907,0.4586042555182323,0.0908683163561176,0.4657483133098645,0.4436880547716704,0.0872063503546721,0.3861428139283845,0.4272537281980808,1.0443930927068843,1.0001565928480272,cache\R61_osmnx_city_windows\milan_italy__drive_10000m.pkl
Lagos,Nigeria,Africa,6.4550575,3.3941795,10000,400.0,13226,17952,0.4953369019369792,0.75,0.2546630980630208,33.065,44.88,5.364317700552869,119.52579546686428,83.86026066834029,93.36018260024989,1.3311510024921684,0.1947972370766488,0.2346256684491978,0.9863036048405808,0.0948083778966131,0.1807899440120656,0.325033422459893,0.1945410554967488,0.0116437320429457,0.6792681082715862,0.1145471041887191,2.7146529562982007,3.01882798573975,0.1556827835061551,1,4727,0.3574020867987297,0.1592005342856301,0.1142621967252573,0.725525329598411,0.0596157321102497,0.7272028135084793,0.1877055837736827,0.0603668760612105,0.0181046174831811,0.0412839107388359,1.0341197449159931,1.0000571992005236,cache\R61_osmnx_city_windows\lagos_nigeria__drive_10000m.pkl
Addis Ababa,Ethiopia,Africa,9.0,38.75,10000,400.0,51078,72263,0.482274189457948,0.7,0.2177258105420519,127.695,180.6575,13.428709859797744,74.33242383957348,55.34185790651927,54.69283291470721,1.0591607692046898,0.2998214854074699,0.0838326667865989,0.9933486376069782,0.0801101531904294,0.1167977437665462,0.2943553409075183,0.1451309761541172,0.0090449900152707,0.7175104741767493,0.1283135596538627,2.8295156427424724,3.073509264768969,0.1296446937883044,1,21186,0.4147773992717021,0.0985043066477708,0.0975879718722968,0.8039077214799307,0.014122951850252,0.804741987762029,0.0876163126328898,0.0167768169513221,0.0253509934478826,0.0249099084678078,1.0282562146894942,1.000000031398903,cache\R61_osmnx_city_windows\addis_ababa_ethiopia__drive_10000m.pkl
Dakar,Senegal,Africa,14.693425,-17.447938,10000,400.0,28624,43129,0.4600377595972308,0.7,0.2399622404027691,71.56,107.8225,6.280234663630368,58.246049420393405,44.330556563780654,36.17375062922906,1.2227705117015235,0.4087273064527348,0.0335736975121148,0.9939982890016424,0.0778130724106749,0.0496342466071344,0.2520809664031162,0.0750069871436556,0.0088038010061486,0.7447596422582449,0.1714295695919508,3.01348518725545,3.173734610123119,0.0959293723078946,1,14506,0.5067775293460034,0.0714405829441875,0.1103016811554541,0.8107888381588384,0.0339742478611994,0.811477426884526,0.0779980602691021,0.0137486342764139,0.0283367208952285,0.1382375847535547,1.016109461289387,1.0000000313929065,cache\R61_osmnx_city_windows\dakar_senegal__drive_10000m.pkl
Kampala,Uganda,Africa,0.3177137,32.5813539,10000,400.0,35927,41391,0.574452139397388,0.825,0.2505478606026119,89.8175,103.4775,9.694118706939417,93.68334862109558,74.46381030711976,75.02840735245684,1.1242430255644724,0.2111086951269599,0.1561450556884346,0.9988889267165608,0.0637819815902007,0.0546919364453135,0.2210625498296731,0.361761349402956,0.0074317365769476,0.5959584713446712,0.0348484426754251,2.3041723494864588,2.740789060423764,0.2159959667166378,1,5465,0.1521140089626186,0.0708771595818794,0.1500144019514628,0.7791084384666664,0.0146114321041803,0.7799171325398101,0.0245493101931325,0.011979287050863,0.049061011184469,0.0896839837910552,1.0475992097492202,1.001538977683171,cache\R61_osmnx_city_windows\kampala_uganda__drive_10000m.pkl
Dar es Salaam,Tanzania,Africa,-6.8160837,39.2803583,10000,400.0,22312,29826,0.5075988359230076,0.775,0.2674011640769924,55.78,74.565,6.999268545538773,93.8680150947331,70.1778613050495,74.85325664815514,1.080956128918812,0.2358680346006839,0.1517803258901629,0.9973032911934006,0.0730235365117682,0.075648164508054,0.2626567424394823,0.1989960559340265,0.015328074578702,0.69935460738616,0.0863212621011115,2.6735389028325565,2.970059679474284,0.1523050241538366,1,7515,0.3368142703477949,0.0650188799157956,0.1601020219351017,0.765700525849967,0.0191283522250757,0.7673214054007031,0.0513202851293034,0.0147894481000133,0.0231894485628717,0.0744137614265676,1.044086616627536,1.0017553598404396,cache\R61_osmnx_city_windows\dar_es_salaam_tanzania__drive_10000m.pkl
Tunis,Tunisia,Africa,36.8002068,10.1857757,10000,400.0,46721,67495,0.4801932298410621,0.7,0.2198067701589378,116.8025,168.7375,11.728082890550144,69.50489897355446,48.762233768329615,52.70846847750112,1.4608949825901738,0.4016149344395881,0.0751463071338617,0.9532925921698122,0.1176976072301652,0.3556519371650898,0.1443662493518038,0.1074891376468825,0.0168446737013334,0.7556773185505448,0.1199888701012392,2.8892789109822137,3.082494999629602,0.1078171296183141,1,20775,0.4446608591425697,0.0983496668901921,0.1249913563473088,0.7766589767625004,0.0490050203188245,0.773664631853509,0.1178509359701372,0.0248726700565734,0.0492501189809544,0.0787248444767165,1.037076218211055,1.00000003139315,cache\R61_osmnx_city_windows\tunis_tunisia__drive_10000m.pkl
Algiers,Algeria,Africa,36.7729333,3.0588445,10000,400.0,21703,28885,0.5065855241235377,0.75,0.2434144758764622,54.2575,72.2125,6.306316271902984,87.3330047348426,58.43600741786129,73.80314899892447,1.2633269258819098,0.3303905276277524,0.1392466417393713,0.9980402029910046,0.0682707287519473,0.0467158851014462,0.2425826553574519,0.2046260885591853,0.0245588167534442,0.6782933235036631,0.0925217711837073,2.661843984702576,2.97400034620045,0.1602269519977515,1,7183,0.3309680689305626,0.19079881255594,0.1238858195271497,0.6853153679169137,0.075493710067405,0.6882651557246736,0.1678019272085749,0.0320235404084878,0.1445192374387587,0.1314229453449216,1.087883695811401,1.0001471432866167,cache\R61_osmnx_city_windows\algiers_algeria__drive_10000m.pkl
Buenos Aires,Argentina,Latin America,-34.6095579,-58.3887904,10000,400.0,21642,37472,0.3806157377781841,0.575,0.1943842622218158,54.105,93.68,9.933287314071231,106.03423691365532,103.51125436699247,63.95466002936453,0.9066170612394072,0.1320185738684884,0.0970591374893253,0.9162399053266254,0.1505924423569598,0.3870021120434132,0.1596658838599487,0.0423251085851584,0.0164494963496904,0.3917382866648184,0.5494871084003327,3.462896220312356,3.627321733561059,0.1033111420048515,1,15831,0.7314943166065982,0.2204694554302375,0.1051659750356358,0.673450475706595,0.0484377280986582,0.662751857615855,0.6183059209360791,0.0399307622894422,0.8738044342625069,0.4722586131031692,1.0101374424637626,1.0000000313966966,cache\R61_osmnx_city_windows\buenos_aires_argentina__drive_10000m.pkl
Rio de Janeiro,Brazil,Latin America,-22.9110137,-43.2093727,10000,400.0,14909,20774,0.479348377866999,0.7,0.2206516221330009,37.2725,51.935,5.438258599539413,104.71278712889983,75.18712081835731,93.37760681819351,1.624346650765552,0.2847790507364975,0.1946182728410513,0.9925510127240516,0.0729276980841436,0.1429342079866616,0.204678925580052,0.1734522771480313,0.0218659869877255,0.6530954457039372,0.1515862901603058,2.786773090079817,3.0861653990565125,0.155408283117638,1,5866,0.3934536186196257,0.2194902981761436,0.1463910387969163,0.6235415755698811,0.0791828978622218,0.5977667228960405,0.3630133657228255,0.0703036339352892,0.1875794367888608,0.4128424350680603,1.0622339635938507,1.0000067785397797,cache\R61_osmnx_city_windows\rio_de_janeiro_brazil__drive_10000m.pkl
Quito,Ecuador,Latin America,-0.2201641,-78.5123274,10000,400.0,26144,35253,0.4811776588774842,0.725,0.2438223411225157,65.36,88.1325,7.974712342832884,90.48548881324012,65.70893862715577,68.5759079692898,1.3074272821678945,0.2541343999092276,0.1350523359714067,0.9830531937092308,0.0877655802343063,0.2170942960060588,0.2165489461889768,0.2329023867809057,0.0105569155446756,0.5856793145654835,0.1708613831089351,2.696832925336597,3.0782344764984537,0.1879397570129626,1,9110,0.3484547123623011,0.1102594546963858,0.1458578518753937,0.7437791407015278,0.0222801093738917,0.7310260743315693,0.1607484479466785,0.0241284467903645,0.1241292424041093,0.1655057475371512,1.0439213444176076,1.0000000314197808,cache\R61_osmnx_city_windows\quito_ecuador__drive_10000m.pkl
Montevideo,Uruguay,Latin America,-34.9058916,-56.1913095,10000,400.0,13761,22450,0.4069683126676818,0.6,0.1930316873323181,34.4025,56.125,5.864719857241006,104.49389500652129,99.15238432034828,62.78915507049272,0.8498823166749098,0.1573273942093541,0.1451670378619153,0.9649580808792284,0.1214253897550111,0.0340514303831259,0.2935412026726058,0.0676549669355424,0.0103190175132621,0.5202383547707289,0.4017876607804665,3.2628442700385145,3.457193763919822,0.1170665233352901,1,8690,0.6314948041566747,0.0945784372151021,0.109180524515784,0.7961655584635385,0.012898164012194,0.7974029121656433,0.1927625223883172,0.0121259203565454,0.9619481463243956,0.2729936826583761,1.0131346308266458,1.0000000313942734,cache\R61_osmnx_city_windows\montevideo_uruguay__drive_10000m.pkl
Panama City,Panama,Latin America,8.9714493,-79.5341802,10000,400.0,9245,12302,0.4936399020906064,0.725,0.2313600979093936,23.1125,30.755,3.4003954696486085,110.56398860831112,71.475795307369,87.87809304336545,1.5753747952718091,0.2562185010567387,0.1950089416355064,0.9909165306871236,0.0739717119167615,0.1369342789466279,0.2490651926516013,0.2299621416982152,0.0190373174689021,0.6131963223363981,0.1378042184964845,2.661330448891293,3.025768167777597,0.1823806301111938,1,3058,0.3307733910221741,0.2211054245699616,0.1575323651407799,0.6210916697934868,0.0810711727846001,0.6113042362100023,0.2514875681644344,0.075130033755787,0.1578659360645122,0.2265496704571279,1.055383232643943,1.000000039492707,cache\R61_osmnx_city_windows\panama_city_panama__drive_10000m.pkl
Delhi,India,Asia,28.6138954,77.2090057,10000,400.0,59302,85866,0.4689645379225219,0.7,0.231035462077478,148.255,214.665,14.73668865157145,68.64970373172828,43.2654262063601,56.44361581042483,1.4177906512400298,0.4662380919106514,0.0832110497752311,0.9942958043482696,0.0775394218899215,0.0835360499576146,0.2644585749889362,0.1277191325756298,0.0159859701190516,0.6897069238811507,0.1665879734241678,2.8958888401740244,3.1323573940791465,0.1291561656293751,1,26565,0.4479612829246905,0.1182351633207018,0.1078990723520803,0.7737813555325049,0.0279563988605246,0.7391442520280228,0.1719804239169392,0.036962172566431,0.0430168513800505,0.0705435577961691,1.0335410918848875,1.0000000314003965,cache\R61_osmnx_city_windows\delhi_india__drive_10000m.pkl
Chennai,India,Asia,13.0836939,80.270186,10000,400.0,42444,56880,0.498448919501551,0.725,0.2265510804984489,106.11,142.2,9.931074547405572,69.83878022085493,50.99468423105972,54.61151596817141,1.029368554648315,0.3604254571026723,0.0844936708860759,0.835275051130897,0.1992264416315049,0.6361334485854306,0.5735935302390999,0.2115257751390067,0.0128168881349542,0.6599990575817548,0.1156582791442842,2.6802374893977947,3.0062236286919832,0.1654795763153991,1,14437,0.3401423051550278,0.1033232362574281,0.0895031154772825,0.807162851338989,0.0023806352342684,0.7574827346853976,0.0867243609674507,0.0206962714819324,0.0212615170607088,0.0389998852353358,1.036804392719633,1.0000000313948214,cache\R61_osmnx_city_windows\chennai_india__drive_10000m.pkl
Hyderabad,India,Asia,17.360589,78.4740613,10000,400.0,98461,132094,0.4881558622014944,0.75,0.2618441377985055,246.1525,330.235,18.72508023390161,56.70228847306196,43.52476222174175,40.67050491228831,1.0840147944855756,0.443593198782685,0.0381016548821293,0.9205468695852984,0.1364482868260481,0.4690776719268474,0.4293154874559026,0.2298473507276993,0.008409420989021,0.6112064675353693,0.1505367607479103,2.683174048608078,3.048526049631324,0.181547826445148,1,33634,0.3415971806095814,0.0631434006887912,0.0640342243713119,0.8728223749398997,0.0166970827107236,0.8642221459555405,0.0635943993396317,0.0122542573765839,0.0521893477146385,0.0200064041657797,1.0261311522738177,1.0000000313940245,cache\R61_osmnx_city_windows\hyderabad_india__drive_10000m.pkl
Karachi,Pakistan,Asia,24.8546842,67.0207055,10000,400.0,52156,78992,0.4466206054300997,0.675,0.2283793945699003,130.39,197.48,13.675130830680905,69.24818123699059,46.423385603603,59.24013861155363,1.3634744014397793,0.4371455337249341,0.0881228478833299,0.970107723110378,0.0921232529876443,0.262830131293216,0.1638520356491796,0.0978794386072551,0.0087430017639389,0.6611319886494363,0.2322455709793695,3.0290666462152007,3.2390368644926064,0.1198990962016801,1,26837,0.5145524963570826,0.1088205182010029,0.114965373551286,0.7762141082477179,0.0224915950535013,0.755180542332353,0.1264840215853917,0.0198340681816916,0.4400785420862614,0.4767319590116122,1.0176022450307316,1.000000031394512,cache\R61_osmnx_city_windows\karachi_pakistan__drive_10000m.pkl
Dhaka,Bangladesh,Asia,23.7643863,90.3890144,10000,400.0,35890,47996,0.501127631139325,0.725,0.2238723688606749,89.725,119.99,10.449066822265555,87.08281375335909,57.96038849415653,72.32521796865849,1.196725112724371,0.3159638303191933,0.1430119176598049,0.929507449422004,0.1384073672806067,0.4274053518760649,0.4478706558879907,0.2112008916132627,0.0101699637782112,0.672387851769295,0.1062412928392309,2.674616884926164,2.995499624968748,0.1625883133522945,1,12107,0.3373363053775425,0.0997289961696859,0.1306217327181574,0.7696492711121562,0.0315119236310817,0.6244009187108045,0.0895669818078794,0.0369262222328286,0.0738227256000229,0.1066325569440121,1.0478496176876768,1.000000077225526,cache\R61_osmnx_city_windows\dhaka_bangladesh__drive_10000m.pkl
Hanoi,Vietnam,Asia,21.0283334,105.854041,10000,400.0,29320,39886,0.4889668023341342,0.75,0.2610331976658657,73.3,99.715,9.686886954338387,97.14573488781414,62.4909347880551,80.03465706508896,1.3695489151488358,0.2967958682244396,0.1660733089304517,0.9975283363537362,0.0694479265907837,0.0271027481086442,0.2289775861204432,0.198738062755798,0.0198499317871759,0.6470327421555252,0.1343792633015006,2.720736698499318,3.045128616557188,0.1654114960926498,1,10567,0.3604024556616644,0.1843423453147445,0.1552954314427006,0.6594829091464169,0.0463370310658246,0.6626371949301513,0.1536169145999879,0.0431940006066433,0.0643862218793279,0.2705388999653436,1.0429096888263838,1.0000002719376546,cache\R61_osmnx_city_windows\hanoi_vietnam__drive_10000m.pkl
Ho Chi Minh City,Vietnam,Asia,10.7737261,106.7166008,10000,400.0,40466,51958,0.5059497146863499,0.725,0.2190502853136501,101.165,129.895,10.643912250553534,81.94243235346651,55.74070426373598,66.8157832742908,1.186493245671193,0.3181223295738866,0.119327148850995,0.995340511512726,0.0741560491165941,0.0778364256840413,0.2694099080026175,0.2707458112983739,0.0182869569515148,0.5862205308159937,0.1247467009341175,2.567982998072456,2.976481003887755,0.2005962288064173,1,11493,0.2840162111402164,0.1695998179510767,0.1070008514543807,0.7225853109415644,0.0375244272675113,0.7242262496161567,0.1523659101895012,0.0515452278496507,0.1327530697449314,0.2838942507950317,1.044715444772419,1.0000000314246118,cache\R61_osmnx_city_windows\ho_chi_minh_city_vietnam__drive_10000m.pkl
Singapore,Singapore,Asia,1.2899175,103.8519072,10000,400.0,13478,19430,0.4668204315025708,0.675,0.2081795684974292,33.695,48.575,5.435356200987084,111.89616471409336,62.31027856630113,107.49387604863496,1.387537728618164,0.3506433350488934,0.2239835306227483,0.9970638666944008,0.0721049922799794,0.0376848225601663,0.2406073082861554,0.1353316515803531,0.0285650690013355,0.6566998070930405,0.1794034723252708,2.88321709452441,3.142151312403499,0.1402273940712901,1,5953,0.4416827422466241,0.3872452132806188,0.101644637380916,0.5111101493384684,0.1575979933370807,0.5127581598289351,0.5407910605266755,0.1122611368260838,0.9775773744984833,0.9627874439349684,1.052451799390407,1.0001280178247889,cache\R61_osmnx_city_windows\singapore_singapore__drive_10000m.pkl
Hong Kong,China,Asia,22.2818333,114.1582831,10000,400.0,9035,13245,0.4651775366136339,0.675,0.2098224633863661,22.5875,33.1125,3.79757514734686,114.6870561675156,58.46863247392947,99.20828230091516,1.7863618639715062,0.362551906379766,0.2030955077387693,0.9973562456562156,0.0672706681766704,0.020857877050028,0.2389580973952434,0.1014941892639734,0.0449363586054233,0.679136690647482,0.1744327614831212,2.9319313779745437,3.149716874292185,0.1246921675134846,1,4211,0.466076369673492,0.5035836232989577,0.335577019000277,0.1571151910913032,0.185711308120399,0.1597937451004401,0.568128604736365,0.2309862912522279,0.2776550224680069,0.8848248232458764,1.0854116644624523,1.0019622588507398,cache\R61_osmnx_city_windows\hong_kong_china__drive_10000m.pkl
Osaka,Japan,Asia,34.6937569,135.5014539,10000,400.0,92460,138690,0.4467357272621854,0.625,0.1782642727378145,231.15,346.725,21.417799437327563,61.77171948180132,47.59962552124576,46.09603972554792,1.373141831467878,0.4014925373134328,0.0408464921767971,0.909142951255676,0.1508472132093157,0.4630079252088295,0.5450356911096691,0.1116699113130002,0.0154985939865887,0.6401903525849015,0.2326411421155094,3.0,3.2384598745403417,0.1316278791566967,1,46231,0.5000108154877785,0.1112490323640332,0.5187259905187869,0.370024977117162,0.0501422525365258,0.3739490303922914,0.1844043634334538,0.0557756064101381,0.1335143469386102,0.2021692321877832,1.0298672815932066,1.0000000314240718,cache\R61_osmnx_city_windows\osaka_japan__drive_10000m.pkl
Sydney,Australia,Oceania,-33.8698439,151.2082848,10000,400.0,22215,31013,0.487296324811841,0.7,0.2127036751881589,55.5375,77.5325,8.301869717569696,107.07599674420013,81.90692717240803,101.52123676608936,1.278249012356002,0.2752716602714991,0.2192628897559088,0.982375162743006,0.1019572437364976,0.154949605246729,0.2874923419211298,0.151114112086428,0.0302498311951384,0.6986720684222373,0.1199639882961962,2.792077425163178,3.052139425402251,0.138569391289876,1,8799,0.3960837272113436,0.1968604239052299,0.150276617861466,0.6517969024151874,0.0658387069902091,0.648884836704294,0.1507185310390094,0.0476180529671987,0.6145969265222752,0.337501830715652,1.0419110585208784,1.0000666967450564,cache\R61_osmnx_city_windows\sydney_australia__drive_10000m.pkl
Melbourne,Australia,Oceania,-37.8142454,144.9631732,10000,400.0,35052,51621,0.4686087256486138,0.7,0.2313912743513861,87.63,129.0525,11.019209912989048,85.38548197817978,59.385180806855054,93.28330658153584,1.2774763605784565,0.4109955250770035,0.1604773251196218,0.8187344276672944,0.2678367331124929,0.4884747053857941,0.5779818291005598,0.0936893757845486,0.0212541367111719,0.7346513750998517,0.1504051124044277,2.9453954125299555,3.133976482439317,0.107978529279437,1,16570,0.4727262353075431,0.1779063849120384,0.1405218048101789,0.6815621545245519,0.0554585514993012,0.6806392092412039,0.1802068242974722,0.0306833221001582,0.6158171184507758,0.3164969840343847,1.0260619258436672,1.000003886763154,cache\R61_osmnx_city_windows\melbourne_australia__drive_10000m.pkl
Auckland,New Zealand,Oceania,-36.852095,174.7631803,10000,400.0,12533,16775,0.5044505924099357,0.725,0.2205494075900642,31.3325,41.9375,4.825552344014196,115.06533160093464,78.57572492681196,120.9705324339018,1.2099409034171953,0.3244113263785395,0.2504321907600596,0.995230179768564,0.0823845007451564,0.0567282725016445,0.2150819672131147,0.1942870821032474,0.0339104763424559,0.6775712120003191,0.0942312295539775,2.67693289715152,2.9823546944858417,0.1580836523024817,1,4243,0.3385462379318599,0.2845511790524583,0.1386939391639793,0.5716457293227282,0.0490631632506978,0.5571342092109486,0.1152944940905292,0.0422061890481462,0.8657789250366368,0.4082947236085346,1.04071691607033,1.0005974258471748,cache\R61_osmnx_city_windows\auckland_new_zealand__drive_10000m.pkl
Brisbane,Australia,Oceania,-27.4689623,153.0235009,10000,400.0,25339,35174,0.4911197989388439,0.7,0.208880201061156,63.3475,87.935,9.218036679110297,104.82784646739404,81.12513405801886,100.38059407205074,1.2734239492701456,0.2988286802752032,0.210695400011372,0.9376190366949906,0.1627622675840109,0.2777168878675647,0.3970830727241712,0.1551363510793638,0.0280595130036702,0.7059473538813686,0.1108567820355973,2.776273728244998,3.036163074998578,0.1379581328877694,1,9836,0.3881763289790441,0.1800784367258505,0.1568890986188702,0.6541557916194707,0.0625272922446515,0.653420811906342,0.1590701711917765,0.0530621809140853,0.6261304724287867,0.3597411286277421,1.041319394859311,1.000239854470785,cache\R61_osmnx_city_windows\brisbane_australia__drive_10000m.pkl
Chicago,United States,North America,41.8755616,-87.6244212,10000,400.0,13260,21830,0.3959947031400221,0.6,0.2040052968599778,33.15,54.575,7.382321927804089,135.26929780676298,102.4561427786291,110.39797680347756,0.8257003475033224,0.1081539166284929,0.3337150710032066,0.5163336369139565,0.4169949610627577,0.8246536221028645,0.8682088868529546,0.0728506787330316,0.0446455505279034,0.4122926093514328,0.4702111613876319,3.2926093514328807,3.525286303252405,0.1315046371626631,1,8571,0.6463800904977376,0.2891000245294578,0.1725532415151409,0.5360380965972711,0.0670167503049743,0.5373717922414295,0.3475705617523965,0.0559108850205358,0.1173238103357689,0.307387926584083,1.0110170486937282,1.0000001073517275,cache\R61_osmnx_city_windows\chicago_united_states__drive_10000m.pkl
Toronto,Canada,North America,43.6534817,-79.3839347,10000,400.0,12443,18430,0.4503249767873723,0.65,0.1996750232126277,31.1075,46.075,6.212530705296582,134.83517537268762,101.03734583529216,97.33552628371416,0.9699998951586972,0.108410200759631,0.2974498100922409,0.6828853796550812,0.3412913727618014,0.7007193544675292,0.0956592512208356,0.1197460419512979,0.0397814031985855,0.6018645021297114,0.238608052720405,2.962308125050229,3.220618556701031,0.1431739104707046,1,5988,0.4812344289962227,0.1939355501875057,0.1349295997518699,0.671134850060618,0.0353898044687604,0.6710912898206945,0.1453074946396521,0.040975229368053,0.6402784907449871,0.9838432665331764,1.0408278480473043,1.0000358222909358,cache\R61_osmnx_city_windows\toronto_canada__drive_10000m.pkl
Seattle,United States,North America,47.6038321,-122.330062,10000,400.0,17570,26501,0.4417716876708675,0.65,0.2082283123291324,43.925,66.2525,6.765278020920851,102.11355074783368,85.47984577203192,88.2400651863224,1.1857856542597065,0.2439153239500396,0.2016905022451983,0.8173280469077179,0.1985585449605675,0.4385007426654307,0.6430700728274404,0.1118952760387023,0.0196926579396698,0.6164484917472965,0.2519635742743312,3.0166192373363687,3.2636126938606087,0.1359832277889794,1,8932,0.5083665338645418,0.1988618396229815,0.1535882378428866,0.6466285959605269,0.0477627014850942,0.6480354683648502,0.0938231152404957,0.043484017982682,0.9216373975478376,0.6749651656016412,1.0309252834449054,1.0000060656287066,cache\R61_osmnx_city_windows\seattle_united_states__drive_10000m.pkl
San Francisco,United States,North America,37.7879363,-122.4075201,10000,400.0,11502,18546,0.4019767215033488,0.6,0.1980232784966512,28.755,46.365,5.390628421359594,116.26503658707202,94.23782145562564,91.40173131875656,1.105553159660161,0.1810633020597433,0.2185916100506847,0.859394165384014,0.2321255257198317,0.3821033093482021,0.5302491103202847,0.0958094244479221,0.0283428968874978,0.4497478699356633,0.4260998087289167,3.224830464267084,3.4877062439340016,0.142122953386939,1,7045,0.6125021735350373,0.2046255948540456,0.15537033131081,0.6341401681415663,0.0667365988536756,0.636392302447125,0.2097417572522546,0.0478854039124693,0.3046788292592891,0.413561682962985,1.030246211201261,1.0000024802922312,cache\R61_osmnx_city_windows\san_francisco_united_states__drive_10000m.pkl
Boston,United States,North America,42.3588336,-71.0578303,10000,400.0,24819,35843,0.4629981269779758,0.675,0.2120018730220242,62.0475,89.6075,9.15619010071261,102.18106855690216,75.53367717799185,77.58693645884634,1.100633981970601,0.1981418966046368,0.1849733560248863,0.9941706946809956,0.072454872639009,0.1019479340273016,0.2064838322685043,0.1391272815181917,0.0262701962206374,0.650952898988678,0.1836496232724928,2.8883516660622908,3.1598359512317606,0.1443366998523991,1,11025,0.4442161247431403,0.278129045304331,0.1278453839212599,0.5916767780813649,0.0687600518751748,0.5907781883078523,0.2616645549777631,0.0505598550421312,0.5729977370486046,0.953992608217126,1.0337510105520773,1.0000825777678335,cache\R61_osmnx_city_windows\boston_united_states__drive_10000m.pkl
Miami,United States,North America,25.7741566,-80.1935973,10000,400.0,17983,28736,0.4188310741874362,0.6,0.1811689258125637,44.9575,71.84,7.520397515540973,104.6825934791338,87.20170784007948,99.61170715097865,1.0847468596738636,0.2497912026726058,0.2357321826280623,0.6807626347465565,0.3444807906458797,0.6594811021798602,0.7474944320712695,0.0639492854362453,0.0234666073513874,0.5763776900405939,0.3362064171717733,3.1959072457320805,3.387597438752784,0.116952633485077,1,10754,0.5980092309403325,0.1815966731723594,0.1207956658393604,0.6976076609882903,0.0469765759890449,0.6961370987195911,0.1657616438152521,0.040689258208027,0.2900321917612479,0.6125450759247782,1.0216697474462686,1.0000007686822043,cache\R61_osmnx_city_windows\miami_united_states__drive_10000m.pkl
Riyadh,Saudi Arabia,Middle East,24.638916,46.7160104,10000,400.0,52112,79423,0.4665628855078422,0.675,0.2084371144921578,130.28,198.5575,17.65261355701171,88.90428997651415,66.14256611327676,62.57611897362091,1.1387917249941044,0.2265212847663775,0.1253918889994082,0.8824788417924622,0.1591226722737746,0.525445778115556,0.171285395918059,0.0355196499846484,0.0122620509671476,0.8233804114215536,0.1288378876266503,3.048165489714461,3.143333794996412,0.0638480774181111,1,27312,0.5241019342953638,0.1161571777029015,0.1059875927369339,0.7778030797806242,0.0254854394713265,0.7547311132781268,0.2180090764846994,0.0210821933278098,0.1453032931517354,0.1212251809058777,1.020214875900866,1.0000000313926325,cache\R61_osmnx_city_windows\riyadh_saudi_arabia__drive_10000m.pkl
Tel Aviv,Israel,Middle East,32.0852997,34.7818064,10000,400.0,21205,30263,0.4704556407107436,0.675,0.2045443592892564,53.0125,75.6575,6.712736606582146,88.7253293669781,58.403461884822136,86.29395083969018,1.4675484351794932,0.3839011333972177,0.1557677692231437,0.9718194188487436,0.1062353368800185,0.2735637227754551,0.3429270065756865,0.1442584296156566,0.0311718934213628,0.656873378920066,0.1676962980429144,2.85432680971469,3.1255989161682582,0.145028760403481,1,9059,0.4272105635463334,0.1767873371084743,0.2152719101568768,0.607940752734648,0.0837503944618828,0.5827432855834277,0.4727108393572687,0.0394369321483989,0.2230821410237761,0.3123252192828455,1.0466792039345518,1.0000078557781298,cache\R61_osmnx_city_windows\tel_aviv_israel__drive_10000m.pkl
Tehran,Iran,Middle East,35.6892523,51.3896004,10000,400.0,85612,108037,0.5095652255940534,0.7,0.1904347744059465,214.03,270.0925,18.64973314882496,69.04942991317773,44.52806744229452,55.012647849325816,1.4304016460600637,0.4510399215083721,0.0936993807676999,0.9469451952344512,0.1156455658709516,0.3746121789563181,0.4052870775752751,0.2975634256879876,0.0096481801616595,0.5664860066345839,0.1263023875157688,2.5238751576881744,2.9624573062932145,0.2117953725181973,1,22426,0.2619492594496099,0.213332435551935,0.1430842740543552,0.6341179597395432,0.0800893408335337,0.6284329530003707,0.3603486214805853,0.0261891050609434,0.8382157971333246,0.1136379111723129,1.0382908123143777,1.0000000313930617,cache\R61_osmnx_city_windows\tehran_iran__drive_10000m.pkl
